Family_fa,Given_fa,Paper_articleTitle,Paper_authorFullNames,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic,fa_insti,country
Kwak,N,"Revisiting the knowledge gap hypothesis - Education, motivation, and media use","Kwak, N (1)",13.39,(S),84.69,(S),1.33,0.34,"Univ Wisconsin, Sch Journalism & Mass Commun, Madison, WI 53706 USA",USA
Kwak,Nojin,To Broadband or Not to Broadband: The Relationship Between High-speed Internet and Knowledge and Participation,"ak, Nojin (1)| Skoric, Marko M. (2)| Williams, Ann E. (3)| Poor, Nathaniel D. (4)",13.39,(S),84.69,(S),1.33,0.34,"Univ Michigan, Dept Commun Studies, Ann Arbor, MI 48109 USA",USA
Ki,Eyun-Jung,A model of an organization-public relationship for the banking industry,"Ki, Eyun-Jung (1)",12.37,3.57,81.25,(S),1.79,(S),"Univ Alabama, Coll Commun & Informat Sci, Dept Advertising & Publ Relat, Tuscaloosa, AL 35487 USA",USA
Ki,EJ,Nike v. Kasky: reconsideration of noncommercial v. commercial speech,"Ki, EJ (1)",12.37,3.57,81.25,(S),1.79,(S),"Univ Florida, Coll Journalism & Commun, Gainesville, FL 32611 USA",USA
Mathew,Ashwin J.,The myth of the decentralised internet,"Mathew, Ashwin J. (1)",12.28,2.83,80.74,0.68,1.95,1.51,"Univ Calif Berkeley, Sch Informat, Berkeley, CA 94720 USA",USA
MONGE,PR,THEORY CONSTRUCTION IN STUDY OF COMMUNICATION - SYSTEM PARADIGM,"MONGE, PR (1)",12.13,1.03,1.1,0.08,0.33,85.32,"CALIF STATE UNIV,SAN JOSE,CA 95100",USA
Fei,Zongming,Improving routing efficiency through intermediate target based geographic routing,"ei, Zongming (1)| Yang, Jianjun (2)| Lu, Hui (3)",12.04,(S),84.28,(S),1.9,1.34,"Univ Kentucky, Dept Comp Sci, Lexington, KY 40506 USA",USA
Rui,Jian Raymond,"STRATEGIC IMAGE MANAGEMENT ONLINE: Self-presentation, self-esteem and social network perspectives","Rui, Jian Raymond (1)| Stefanone, Michael A. (2)",11.87,(S),72.3,(S),2.52,12.59,"SUNY Buffalo, Dept Commun, Buffalo, NY 14260 USA",USA
Amaro,Lauren M.,"Dyadic effects of gratitude on burden, conflict, and contribution in the family caregiver and sibling relationship","Amaro, Lauren M. (1)",11.82,1.12,0.82,0.25,0.39,85.6,"Pepperdine Univ, Commun Div, Malibu, CA 90265 USA",USA
Tong,Stephanie Tom,Facebook Use During Relationship Termination: Uncertainty Reduction and Surveillance,"Tong, Stephanie Tom (1)",11.58,1.51,81.26,0.14,3.38,2.14,"Wayne State Univ, Dept Commun, Detroit, MI 48201 USA",USA
Hussain,Muzammil M.,Journalism's digital disconnect: The growth of campaign content and entertainment gatekeepers in viral political information,"Hussain, Muzammil M. (1)",10.94,5.24,76.92,0.44,4.62,1.84,"Univ Washington, Dept Commun, Seattle, WA 98195 USA",USA
Kan,Seok,Colleges and universities' use of the World Wide Web: A public relations tool for the digital age,"Kan, Seok (1)| Norton, Hanna E. (2)",10.85,(S),82.6,(S),3.56,2.1,"Arkansas Tech Univ, Dept Speech Theatre & Journalism, Russellville, AR 72801 USA",USA
Gonzales,Amy,The contemporary US digital divide: from initial access to technology maintenance,"Gonzales, Amy (1)",9.83,0.99,3.8,0.76,0.56,84.06,"Indiana Univ, Dept Telecommun, Bloomington, IN 47401 USA",USA
Gonzales,Amy L.,Identity shift in computer-mediated environments,"Gonzales, Amy L. (1)| Hancock, Jeffrey T. (2)",9.83,0.99,3.8,0.76,0.56,84.06,"Cornell Univ, Ithaca, NY 14853 USA",USA
Son,Minhee,Immigrants Church Participation and Community Integration: The Mediating Role of the Local Storytelling Network,"Son, Minhee (1)",9.52,1.33,82.8,0.2,1.93,4.22,"Univ Southern Calif, Los Angeles, CA 90089 USA",USA
Tanaka,KM,Equivocation in America and Japan: A cross-national comparison of the effects of situational conflict and status,"Tanaka, KM (1)| Bell, RA (2)",9.38,(S),77.06,(S),9.39,3.8,"UNIV CALIF DAVIS,DEPT COMMUN,DAVIS,CA 95616",USA
Banjo,Omotayo O.,Content Analysis of the Portrayal of White Characters in Black Films Across Two Decades,"Banjo, Omotayo O. (1)| Jennings, Nancy A. (2)",9.24,80.98,(S),(S),3.8,4.89,"Univ Cincinnati, Dept Commun, 137 McMicken ML 0184, Cincinnati, OH 45221 USA",USA
Banjo,Omotayo,What are You Laughing at? Examining White Identity and Enjoyment of Black Entertainment,"Banjo, Omotayo (1)",9.24,80.98,(S),(S),3.8,4.89,"Univ Cincinnati, Dept Commun, Cincinnati, OH 45221 USA",USA
Mody,Bella,How well do India's Multiple Language Dailies Provide Political Knowledge to Citizens of this Electoral Democracy?,"Mody, Bella (1)",9.06,3.31,82.11,0.47,4.57,0.47,"Univ Colorado, Boulder, CO 80309 USA",USA
Okamoto,Kristen E.,"""""""It's Like Moving the Titanic:"""" Community Organizing to Address Food (In)Security""","Okamoto, Kristen E. (1)",8.93,0.21,75.05,0.25,13.06,2.49,"Ohio Univ, Sch Commun Studies, 20 East Union St, Athens, OH 45701 USA",USA
Mitra,A,Voices of the marginalized on the Internet: Examples from a website for women of South Asia,"Mitra, A (1)",8.84,(S),82.07,(S),4.19,4.7,"Wake Forest Univ, Dept Commun, Winston Salem, NC 27109 USA",USA
PAIK,H,THE EFFECTS OF TELEVISION VIOLENCE ON ANTISOCIAL-BEHAVIOR - A METAANALYSIS,"PAIK, H (1)| COMSTOCK, G (2)",8.58,0.61,86.37,0,3.24,1.19,"SYRACUSE UNIV,SYRACUSE,NY 13244",USA
Duque,Ricardo B.,Internet practice and sociability in South Louisiana,"Duque, Ricardo B. (1)| Ynalvez, Marcus Antonius H. (2)",8.54,0.41,8.45,0.09,0.82,81.7,"Tulane Univ, New Orleans, LA 70118 USA",USA
AU,M,INFLUENCE OF COMMUNICATION MODALITIES ON VOTERS PERCEPTIONS OF CANDIDATES DURING PRESIDENTIAL PRIMARY CAMPAIGNS,"AU, M (1)| DIEDRICH, T (2)| LARSON, KM (3)| VANWINKLE, KM (4)",8.38,(S),83.07,(S),5.69,2.48,"UNIV ARIZONA, TUCSON, AZ 85721 USA",USA
Sood,Suruchi,Comparative cost-effectiveness of the components of a behavior change communication campaign on HIV/AIDS in North India,"Sood, Suruchi (1)| Nambiar, Devaki (2)",8.23,0.76,85.92,0.49,3.2,1.41,"Johns Hopkins Bloomberg Sch Publ Hlth, Ctr Commun Programs, JHU CCP, Baltimore, MD 21202 USA",USA
Sood,S,Dimensions of parasocial interaction by letter-writers to a popular entertainment-education soap opera in India,"Sood, S (1)| Rogers, EM (2)",8.23,0.76,85.92,0.49,3.2,1.41,"Johns Hopkins Univ, Ctr Commun Programs, Res & Evaluat Div, Baltimore, MD 21218 USA",USA
Luna,D,Sociolinguistic effects on code-switched ads targeting bilingual consumers,"Luna, D (1)| Peracchio, LA (2)",8.15,0.4,1.84,0.41,0.41,88.78,"CUNY Bernard M Baruch Coll, Zicklin Sch Business, New York, NY 10010 USA",USA
SHEIKH,AA,CONFLICT IN FAMILY OVER COMMERCIALS,"SHEIKH, AA (1)| MOLESKI, LM (2)",8.02,14.25,71.62,0.12,3.87,2.12,"MARQUETTE UNIV,DEPT PSYCHOL,CHILD DEV LAB,MILWAUKEE,WI 53233",USA
Freelon,Deen,Of big birds and bayonets: hybrid Twitter interactivity in the 2012 Presidential debates,"Freelon, Deen (1)| Karpf, David (2)",7.99,87.28,(S),0,3.85,(S),"Amer Univ, Sch Commun, Washington, DC 20016 USA",USA
Freelon,Deen Goodwin,TALKING AMONG THEMSELVES Online youth civic communication in managed and autonomous environments,"Freelon, Deen Goodwin (1)",7.99,87.28,(S),0,3.85,(S),"Univ Washington, Dept Commun, Seattle, WA 98195 USA",USA
Freelon,Deen G.,Analyzing online political discussion using three models of democratic communication,"Freelon, Deen G. (1)",7.99,87.28,(S),0,3.85,(S),"Univ Washington, Dept Commun, Seattle, WA 98195 USA",USA
Waymer,Damion,"""Democracy and government public relations: Expanding the scope of """"Relationship"""" in public relations research""","Waymer, Damion (1)",7.98,88.97,(S),0,(S),1.9,"Texas A&M Univ, Dept Commun, College Stn, TX 77843 USA",USA
TERN,BL,MAGAZINE ADVERTISING - AN ANALYSIS OF ITS INFORMATION-CONTENT,"TERN, BL (1)| KRUGMAN, DM (2)| RESNIK, A (3)",7.91,(S),87.05,0,4.32,(S),"MICHIGAN STATE UNIV,E LANSING,MI 48824",USA
Mukerji,Chandra,"Printing, cartography and conceptions of place in Renaissance Europe","Mukerji, Chandra (1)",7.91,0,86.44,0,5.65,0,"Univ Calif San Diego, San Diego, CA 92103 USA",USA
Kannan,Viji Diane,Who Avoids Going to the Doctor and Why? Audience Segmentation Analysis for Application of Message Development,"Kannan, Viji Diane (1)| Veazie, Peter J. (2)",7.86,0.32,89.5,0.45,1.48,0.39,"Univ Rochester, Dept Publ Hlth Sci, Rochester, NY 14642 USA",USA
Kikuchi,Mami,Explicating and Measuring Social Relationships in Social Capital Research,"Kikuchi, Mami (1)| Coleman, Cynthia-Lou (2)",7.81,(S),80.42,(S),10.31,1.25,"Portland State Univ, Dept Commun, Portland, OR 97207 USA",USA
Hayashi,Makoto,Responding With Resistance to Wh-Questions in Japanese Talk-in-Interaction,"Hayashi, Makoto (1)| Kushida, Shuya (2)",7.75,(S),78.34,(S),10.83,2.87,"Univ Illinois, Dept East Asian Languages & Cultures, Urbana, IL 61821 USA",USA
Romo,Lynsey K.,How Formerly Overweight and Obese Individuals Negotiate Disclosure of Their Weight Loss,"Romo, Lynsey K. (1)",7.72,0.21,0.53,0.39,0.33,90.83,"North Carolina State Univ, Dept Commun, 201 Winston Hall,Campus Box 8104, Raleigh, NC 27695 USA",USA
Tien,C,The polls - Trends - American ambivalence toward China,"Tien, C (1)| Nathan, JA (2)",7.67,0.28,87.81,0,3.81,0.42,"CUNY Hunter Coll, Dept Polit Sci, New York, NY 10021 USA",USA
Diga,Marichris,"Social media use, perceptions of decision-making power, and public relations roles","Diga, Marichris (1)| Kelleher, Tom (2)",7.34,5.5,77.06,0,4.59,5.5,"Univ Hawaii, Sch Commun, Honolulu, HI 96822 USA",USA
Miyazaki,AD,Assessing market value of event sponsoring: Corporate Olympic sponsorships,"Miyazaki, AD (1)| Morgan, AG (2)",7.33,(S),81.67,(S),9.38,1.17,"Univ Miami, Coral Gables, FL 33124 USA",USA
Miyazaki,Anthony D.,SELF-REGULATORY SAFEGUARDS AND THE ONLINE PRIVACY OF PRETEEN CHILDREN Implications for the Advertising Industry,"iyazaki, Anthony D. (1)| Stanaland, Andrea J. S. (2)| Lwin, May O. (3)",7.33,(S),81.67,(S),9.38,1.17,"Florida Int Univ, Coll Business Adm, Dept Mkt, Miami, FL 33199 USA",USA
Ong,Jonathan Corpus,When Disinformation Studies Meets Production Studies: Social Identities and Moral Justifications in the Political Trolling Industry,"Ong, Jonathan Corpus (1)| Cabanes, Jason Vincent A. (2)",7.32,(S),87.39,(S),3.07,1.88,"Univ Massachusetts Amherst, Amherst, MA 01003 USA",USA
Sasaki,Fumiko,Does Internet use provide a deeper sense of political empowerment to the Less Educated?,"Sasaki, Fumiko (1)",7.27,(S),79.23,(S),10.07,3.09,"Long Isl Univ, Grad Sch, Dept Polit Sci & Int Studies, New York, NY 10013 USA",USA
Okita,Sandra Y.,Self-Other's Perspective Taking: The Use of Therapeutic Robot Companions as Social Agents for Reducing Pain and Anxiety in Pediatric Patients,"Okita, Sandra Y. (1)",7.24,0,82.76,0,7.24,2.76,"Columbia Univ, Dept Math Sci & Technol, Teachers Coll, New York, NY 10027 USA",USA
Hong,Yangsun,Agreeing Not to Disagree: Iterative Versus Episodic Forms of Political Participatory Behaviors,"Hong, Yangsun (1)| Rojas, Hernando (2)",7.23,0.97,88.12,0.19,2.33,1.15,"Univ Wisconsin, Madison, WI 53706 USA",USA
Hong,Seung Min,Uncomfortable Proximity: Perception of Christianity as a Cultural Villain in South Korea,"Hong, Seung Min (1)",7.23,0.97,88.12,0.19,2.33,1.15,"Univ Iowa, Iowa City, IA 52242 USA",USA
Hong,Yu,Reading the Twelfth Five-Year Plan: China's Communication-Driven Mode of Economic Restructuring,"Hong, Yu (1)",7.23,0.97,88.12,0.19,2.33,1.15,"Univ So Calif, Los Angeles, CA 90089 USA",USA
Hong,Renyi,"Game Modding, Prosumerism and Neoliberal Labor Practices","Hong, Renyi (1)",7.23,0.97,88.12,0.19,2.33,1.15,"Univ So Calif, Los Angeles, CA 90089 USA",USA
Hong,Soo Yeon,The relationship between newsworthiness and publication of news releases in the media,"Hong, Soo Yeon (1)",7.23,0.97,88.12,0.19,2.33,1.15,"Syracuse Univ, SI Newhouse Sch Publ Commun, Syracuse, NY 13244 USA",USA
Hong,Soo Jung,The Effects of Experienced Uncertainty and Patients' Assessments of Cancer-Related Information-Seeking Experiences on Fatalistic Beliefs and Trust in Physicians,"Hong, Soo Jung (1)| You, Kyung Han (2)",7.23,0.97,88.12,0.19,2.33,1.15,"Penn State Univ, Dept Commun Arts & Sci, 234 Sparks Bldg, University Pk, PA 16802 USA",USA
Hong,Junhao,From the World's Largest Propaganda Machine to a Multipurposed Global News Agency: Factors in and Implications of Xinhua's Transformation Since 1978,"Hong, Junhao (1)",7.23,0.97,88.12,0.19,2.33,1.15,"SUNY Buffalo, Dept Commun, Buffalo, NY 14260 USA",USA
Hong,JH,Taiwan's film importation from China: a political economy analysis of changes and implications,"Hong, JH (1)| Sun, JK (2)",7.23,0.97,88.12,0.19,2.33,1.15,"SUNY Buffalo, Dept Commun, Buffalo, NY 14261 USA",USA
Hong,Traci,Examining the Role of Exposure to Incongruent Messages on the Effect of Message Framing in an Internet Health Search,"Hong, Traci (1)",7.23,0.97,88.12,0.19,2.33,1.15,"Texas A&M Univ, Dept Commun, College Stn, TX 77843 USA",USA
Hong,Sun-ha,"When Life Mattered: The Politics of the Real in Video Games' Reappropriation of History, Myth, and Ritual","Hong, Sun-ha (1)",7.23,0.97,88.12,0.19,2.33,1.15,"Univ Penn, Annenberg Sch Commun, Philadelphia, PA 19104 USA",USA
Hong,Seoyeon,The Real You? The Role of Visual Cues and Comment Congruence in Perceptions of Social Attractiveness from Facebook Profiles,"g, Seoyeon (1)| Tandoc, Edson, Jr. (2)| Kim, Eunjin Anna (3)| Kim, Bokyung (4)| Wise, Kevin (5)",7.23,0.97,88.12,0.19,2.33,1.15,"Univ Missouri, Missouri Sch Journalism, Columbia, MO 65201 USA",USA
Khan,Subuhi,Gender Policing in Mainstream Hindi Cinema: A Decade of Central Female Characters in Top-Grossing Bollywood Movies,"Khan, Subuhi (1)| Taylor, Laramie D. (2)",6.89,3.86,81.25,0.54,5.27,2.2,"Univ Calif Davis, Davis, CA 95616 USA",USA
Khan,Abraham Iqbal,"Michael Sam, Jackie Robinson, and the Politics of Respectability","Khan, Abraham Iqbal (1)",6.89,3.86,81.25,0.54,5.27,2.2,"Univ S Florida, 4202 E Fowler Ave,CIS 1040, Tampa, FL 33620 USA",USA
CONTRACTOR,NS,THEORETICAL FRAMEWORKS FOR THE STUDY OF STRUCTURING PROCESSES IN GROUP DECISION-SUPPORT SYSTEMS - ADAPTIVE STRUCTURATION THEORY AND SELF-ORGANIZING SYSTEMS-THEORY,"CONTRACTOR, NS (1)| SEIBOLD, DR (2)",6.83,(S),88.01,(S),3.87,1.11,"UNIV CALIF SANTA BARBARA,DEPT COMMUN,SANTA BARBARA,CA 93106",USA
Contractor,Noshir,The Emergence of Multidimensional Networks,"Contractor, Noshir (1)",6.83,(S),88.01,(S),3.87,1.11,"Northwestern Univ, Kellogg Sch Management Ind Engn & Management Sci, Evanston, IL 60208 USA",USA
Contractor,Noshir S.,Multidimensional Networks and the Dynamics of Sociomateriality: Bringing Technology Inside the Network,"ontractor, Noshir S. (1)| Monge, Peter R. (2)| Leonardi, Paul M. (3)",6.83,(S),88.01,(S),3.87,1.11,"Northwestern Univ, Evanston, IL 60208 USA",USA
Contractor,NS,Interactional influence in the structuring of media use in groups - Influence in members' perceptions of group decision support system use,"ontractor, NS (1)| Seibold, DR (2)| Heller, MA (3)",6.83,(S),88.01,(S),3.87,1.11,"UNIV CALIF SANTA BARBARA,SANTA BARBARA,CA 93106",USA
Mwaniki,Munene F.,Biological Fandom: Our Changing Relationship to Sport and the Bodies We Watch,"Mwaniki, Munene F. (1)",6.82,88.18,0,(S),(S),2.27,"Western Carolina Univ, 102A McKee, Cullowhee, NC 28723 USA",USA
Velez,John A.,Self-Affirmation Theory and Performance Feedback: When Scoring High Makes You Feel Low,"Velez, John A. (1)| Hanus, Michael D. (2)",6.8,0.92,0.88,0.07,0.3,91.03,"Texas Tech Univ, Dept Journalism & Elect Media, Coll Media & Commun, Box 43082, Lubbock, TX 79409 USA",USA
Cano,Cynthia Rodriguez,"""Digging for """"Spanish Gold"""" How to Connect with Hispanic Consumers""","Cano, Cynthia Rodriguez (1)| Ortinau, David J. (2)",6.59,0.4,1.17,0.24,0.33,91.27,"Univ S Florida, Coll Business, Tampa, FL 33620 USA",USA
Basu,Ambar,Centralizing context and culture in the co-construction of health: Localizing and vocalizing health meanings in rural India,"Basu, Ambar (1)| Dutta, Mohan J. (2)",6.57,(S),86.63,(S),4.18,1.25,"Purdue Univ, Beering Hall Liberal Arts & Educ, Dept Commun, W Lafayette, IN 47907 USA",USA
BASU,AK,ADSPLIT - A MULTI-BRAND ADVERTISING BUDGET ALLOCATION MODEL,"BASU, AK (1)| BATRA, R (2)",6.57,(S),86.63,(S),4.18,1.25,"COLUMBIA UNIV,GRAD SCH BUSINESS,NEW YORK,NY 10027",USA
Villarreal,Ricardo,Hispanic ethnicity and media behavior,"Villarreal, Ricardo (1)| Peterson, Robert A. (2)",6.45,0.23,0.19,0.15,0.13,92.85,"Sonoma State Univ, Sch Business & Econ, Rohnert Pk, CA 94928 USA",USA
GARNICA,OK,RULES OF VERBAL INTERACTION AND LITERARY ANALYSIS,"GARNICA, OK (1)",6.31,0.5,0.66,0.3,0.24,91.99,"OHIO STATE UNIV,DEPT LINGUIST,COLUMBUS,OH 43210",USA
Eguchi,Shinsuke,Disidentifications Revisited: Queer(y)ing Intercultural Communication Theory,"Eguchi, Shinsuke (1)| Asante, Godfried (2)",6.28,(S),77.87,(S),13.66,1.91,"Univ New Mexico, Dept Commun & Journalism, Albuquerque, NM 87131 USA",USA
Duan,Ran,The two-way flow of news: A comparative study of American and Chinese newspaper coverage of Beijing's air pollution,"Duan, Ran (1)| Takahashi, Bruno (2)",6.2,0.99,90.23,(S),(S),1.58,"Michigan State Univ, Coll Commun Arts & Sci, Sch Journalism, 376 CAS Bldg,MSU Campus, E Lansing, MI 48824 USA",USA
Duan,Qiang,Modeling and performance analysis for composite network-compute service provisioning in software-defined cloud environments,"Duan, Qiang (1)",6.2,0.99,90.23,(S),(S),1.58,"Penn State Univ, Informat Sci & Technol Dept, Abington, PA 19001 USA",USA
Go,Eun,But not all social media are the same: Analyzing organizations' social media usage patterns,"Go, Eun (1)| You, Kyung Han (2)",6.18,(S),86.61,(S),3.55,3.09,"Western Illinois Univ, Dept Broadcasting & Journalism, Macomb, IL 61455 USA",USA
SUZUKI,S,ARGUMENTATIVENESS AND VERBAL AGGRESSIVENESS - TESTING FOR CONCEPTUAL AND MEASUREMENT EQUIVALENCE ACROSS CULTURES,"SUZUKI, S (1)| RANCER, AS (2)",6.16,(S),83.31,(S),7.55,2.75,"UNIV AKRON,SCH COMMUN,AKRON,OH 44325",USA
Santana,Arthur D.,CONTROLLING THE CONVERSATION The availability of commenting forums in online newspapers,"Santana, Arthur D. (1)",6.13,1.31,0.54,0.11,0.33,91.59,"Univ Houston, Jack J Valenti Sch Commun, Houston, TX 77004 USA",USA
Benavides,JL,Gacetilla: a keyword for a revisionist approach to the political economy of Mexico's print news media,"Benavides, JL (1)",6.04,0.29,0.56,0.13,0.16,92.82,"Correio Inc, Austin, TX USA",USA
Adame,Bradley J.,Vested Interests and Perceived Risk of Concussion Consequences among Power-5 College Athletes,"Adame, Bradley J. (1)| Corman, Steven R. (2)",6.03,0.46,0.42,0.33,0.15,92.61,"Arizona State Univ, Hugh Downs Sch Human Commun, POB 871205, Tempe, AZ 85287 USA",USA
Adame,Elissa A.,Training the Anesthesiologist Trainer: Enhancing the Quality of Feedback during Human Patient Simulations,"ame, Elissa A. (1)| Bisel, Ryan S. (2)| Kosik, Edward S. (3)| Rygaard, Julia A. (4)",6.03,0.46,0.42,0.33,0.15,92.61,"Arizona State Univ, Hugh Downs Sch Human Commun, Tempe, AZ 85287 USA",USA
Ocasio,W,"Cultural adaptation and institutional change: The evolution of vocabularies of corporate governance, 1972-2003","Ocasio, W (1)| Joseph, J (2)",5.98,1.26,0.39,0.14,0.18,92.05,"Northwestern Univ, Kellogg Sch Management, Evanston, IL 60208 USA",USA
GE,RG,INTERVIEWING CHANGES ATTITUDES - SOMETIMES,"GE, RG (1)| REEDER, LG (2)| KANOUSE, D (3)| KINDER, DR (4)| NAGY, VT (5)| JUDD, CM (6)",5.95,1.41,91.44,0,0.42,0.78,"COLUMBIA UNIV,NEW YORK,NY 10027",USA
GE,BI,"CONSTITUENCY, PARTY, AND REPRESENTATION IN CONGRESS","GE, BI (1)| SHAPIRO, RY (2)| GRONKE, PW (3)| ROSENBERG, RM (4)",5.95,1.41,91.44,0,0.42,0.78,"NATL OPINION RES CTR,CHICAGO,IL",USA
Briones,Rowena L.,Keeping up with the digital age: How the American Red Cross uses social media to build relationships,"iones, Rowena L. (1)| Kuch, Beth (2)| Liu, Brooke Fisher (3)| Jin, Yan (4)",5.86,0.32,11.04,0.52,0.95,81.32,"Univ Maryland, Dept Commun, College Pk, MD 20742 USA",USA
Jian,Guowei,Does Culture Matter? An Examination of the Association of Immigrants' Acculturation With Workplace Relationship Quality,"Jian, Guowei (1)",5.84,0.63,91.5,0,1.4,0.63,"Cleveland State Univ, Sch Commun, Cleveland, OH 44115 USA",USA
