last_name,first_name,article_title,fa_insti
Robinson,Sue,"""A NEWS NEGOTIATION OF A STATE'S """"HISTORY'' Collective memory of the 2011 Wisconsin protests""","Univ Wisconsin, Sch Journalism & Mass Commun, Madison, WI 53706 USA"
Robinson,James D.,Expanding the Walls of the Health Care Encounter: Support and Outcomes for Patients Online,"Univ Dayton, Dept Commun, Dayton, OH 45469 USA"
Robinson,James D.,What Residents Say About Communicating with Patients: A Preliminary Examination of Doctor-to-Doctor Interaction,"Univ Dayton, Dept Commun, Dayton, OH 45469 USA"
Robinson,James D.,Patient Perceptions of Acute Care Telemedicine: A Pilot Investigation,"Univ Dayton, Dept Commun, Dayton, OH 45469 USA"
Robinson,James D.,The Relationship between Emotional and Esteem Social Support Messages and Health,"Univ Dayton, Dept Commun, Dayton, OH 45469 USA"
Robinson,Nicholas W.,"The Stubborn Pervasiveness of Television News in the Digital Age and the Field's Attention to the Medium, 2010-2014","Temple Univ, Media & Commun, Philadelphia, PA 19122 USA"
WARE, BL ,"THE RHETORICAL PERSONA - GARVEY,MARCUS AS BLACK MOSES","UNIV KANSAS, LAWRENCE, KS 66045 USA"
ROD, DK ,"BURKE,KENNETH CONCEPT OF ENTITLEMENT","TEXAS LUTHERAN COLL, SEGUIN, TX 78155 USA"
Abdulkarim, Jehan ,"Creativity, bravery and the need for agencies to adapt to the challenge of technology","Accenture, Abu Dhabi, U Arab Emirates"
Agres, SJ ,Changing needs for brands,Missing
Dan, Huang ,"""POWER AND RIGHT """"Yu Lun Jian Du'' as a practice of Chinese media from an institutionalism perspective""","Fudan Univ, Sch Journalism, Ctr Informat & Commun Res, Shanghai 200433, Peoples R China"
MEY, JL ,PRAGMATICS GARDENS AND THEIR MAGIC + AMBIGUITY OF THE LINGUISTIC METAPHOR GARDEN-PATH,Missing
ACHILLE, Y ,THE LIMITS TO THE ADAPTATION STRATEGIES OF EUROPEAN PUBLIC-SERVICE TELEVISION,Missing
Dan, Viorela ,Still On the Beaten Path: How Gender Impacted the Coverage of Male and Female Romanian Candidates for European Office,"Free Univ Berlin, Inst Media & Commun Studies, D-14195 Berlin, Germany"
HEN, J ,PERCEIVED IMPACT OF DEFAMATION - AN EXPERIMENT ON 3RD-PERSON EFFECTS,"UNIV MICHIGAN,COMMUN,ANN ARBOR,MI 48109"
Ban, Zhuo ,Laboring Under the Cross: An Analysis of Discursive Tension and Identity in the Context of a Chinese House Church,"Univ Cincinnati, Dept Commun, POB 210184, Cincinnati, OH 45221 USA"
Ban, Zhuo ,"Delineating responsibility, decisions and compromises: a frame analysis of the fast food industry's online CSR communication","Univ Cincinnati, Dept Commun, Cincinnati, OH 45220 USA"
Ban, Zhuo ,Calibrating the tilted scale: (re)constructing fairness in fair wage discourse,"Univ Cincinnati, Dept Commun, Cincinnati, OH 45220 USA"
Marcellus, J ,Woman as machine: Representation of secretaries in Interwar Magazines,"Middle Tennessee State Univ, Sch Journalism, Murfreesboro, TN 37132 USA"
Marcellus, Jane ,SOUTHERN MYTHS AND THE NINETEENTH AMENDMENT: THE PARTICIPATION OF NASHVILLE NEWSPAPER PUBLISHERS IN THE FINAL STATE'S RATIFICATION,"Middle Tennessee State Univ, Murfreesboro, TN 37130 USA"
Isa, Daud ,A Social Networks Approach to Online Social Movement: Social Mediators and Mediated Content in #FreeAJStaff Twitter Network,"Univ Georgia, Grady Coll Journalism & Mass Commun, Athens, GA 30602 USA"
Guillory, Jamie ,The Effect of Linkedin on Deception in Resumes,"Cornell Univ, Dept Commun, Ithaca, NY 14853 USA"
Ette, Mercy ,Condensational symbols in British press coverage of Boko Haram,"Univ Huddersfield, Journalism & Media, Huddersfield, W Yorkshire, England"
Hugh, Bridget Christine ,"When social media traumatizes teens: The roles of online risk exposure, coping, and post-traumatic stress","Univ Cent Florida, Dept Psychol, Orlando, FL 32816 USA"
Sulaiman,Ainin,Influence of personality traits on Facebook engagement and their effects on socialization behavior and satisfaction with university life,"Univ Malaya, Fac Business & Accountancy, Dept Operat & Management Informat Syst, Kuala Lumpur 50603, Malaysia"
COLCLOUGH, C ,BASIC EDUCATION - SAMSON OR DELILAH,"UNIV SUSSEX,INST DEV STUDIES,BRIGHTON,SUSSEX,ENGLAND"
Monde, Geniece Crawford ,#BlackDontCrack: a content analysis of the aging Black woman in social media,"Wingate Univ, Sociol, Wingate, NC 28174 USA"
Gary, B ,"Communication research, the Rockefeller Foundation, and mobilization for the War on Words, 1938-1944",Missing
Mano, W ,Renegotiating tradition on radio Zimbabwe,"Univ Westminster, Grad Ctr, Harrow HA1 3TP, Middx, England"
Balbi, Gabriele ,"""Wireless's """"Critical Flaw"""": The Marconi Company, Corporation Mentalities, and the Broadcasting Option""","USI, Media Studies, Lugano, Switzerland"
Balbi, Gabriele ,"The history of Fininvest/Mediaset's media strategy: 30 years of politics, the market, technology and Italian society","Univ Lugano, Inst Media & Journalism, USI, CH-6904 Lugano, Switzerland"
RULL, R ,ENTROPY AND STRUCTURE - 2 MEASURES OF COMPLEXITY IN TELEVISION PROGRAMS,"RENSSELAER POLYTECH INST,TROY,NY 12181"
Abbas, Rana ,Do rich teens get richer? Facebook use and the link between offline and online social capital among Palestinian youth in Israel,"Univ Haifa, Dept Sociol & Anthropol, IL-31905 Haifa, Israel"
Sion, Liora ,Ethno-national boundaries and the gendered body: Jewish women as a human shield,"Givatayim, Giv'atayim, Israel"
Ura, Joseph Daniel ,The Supreme Court and Issue Attention: The Case of Homosexuality,"Texas A&M Univ, Dept Polit Sci, College Stn, TX 77843 USA"
Sohn, Dongyoung ,A structural solution to communication dilemmas in a virtual community,"Univ S Florida, Sch Mass Commun, Tampa, FL 33620 USA"
Sohn, Dongyoung ,Social embeddedness of persuasion: effects of cognitive social structures on information credibility assessment and sharing in social media,"Hanyang Univ, Dept Media & Commun, 222 Wangsimni Ro, Seoul, South Korea"
Sohn, Y. J. ,"""A """"Buffer"""" or """"Boomerang?""""- The Role of Corporate Reputation in Bad Times""","Florida Inst Technol, Melbourne, FL 32901 USA"
MILTON, S ,A SAMPLE-SIZE FORMULA FOR MULTIPLE-REGRESSION STUDIES,Missing
Sohn, Dongyoung ,"Anatomy of interaction experience: Distinguishing sensory, semantic, and behavioral dimensions of interactivity","Hanyang Univ, Dept Media & Commun, Seoul 133791, South Korea"
Sohn, Dongyoung ,Measuring expected interactivity: Scale development and validation,"Hanyang Univ, Seoul 133791, South Korea"
Sohn, D ,Dimensions of interactivity: Differential effects of social and psychological factors,"Univ Texas, Coll Commun, Dept Advertising, Austin, TX 78712 USA"
Sohn, Dongyoung ,Disentangling the Effects of Social Network Density on Electronic Word-of-Mouth (eWOM) Intention,"Ohio State Univ, Sch Commun, Columbus, OH 43210 USA"
Sohn,Dongyoung,The moderating effects of expectation on the patterns of the interactivity-attitude relationship,"Univ S Florida, Sch Mass Commun, Tampa, FL 33620 USA"
DOZIER, DM ,PROGRAM-EVALUATION AND THE ROLES OF PRACTITIONERS,Missing
DOZIER, DM ,PLANNING AND EVALUATION IN PR PRACTICE,Missing
DOZIER, DM ,BREAKING PUBLIC-RELATIONS GLASS CEILING,Missing
Dozier, Ayanna ,"No happy returns: aesthetics, labor, and affect in Julie Dash's experimental short film, Four Women (1975)","McGill Univ, Art Hist & Commun Studies, Montreal, PQ, Canada"
Dozier,David M.,Demographics and Internet behaviors as predictors of active publics,"San Diego State Univ, Sch Journalism & Media Studies, 5500 Campanile Dr, San Diego, CA 92182 USA"
Dozier,David M.,The Transformative Power of Authentic Conversations About Cancer,"San Diego State Univ, Sch Journalism & Media Studies, 5500 Campanile Dr, San Diego, CA 92182 USA"
CURTAIN, J ,DISTANCE MAKES THE MARKET FONDER - THE DEVELOPMENT OF BOOK PUBLISHING IN AUSTRALIA,Missing
Mulla, Ayesha ,"""Broadcasting the Dharna: Mediating """"Contained"""" Populism in Contemporary Pakistan""","Univ Chicago, Chicago, IL 60637 USA"
Hagins, J ,The inconvenient public interest: Policy challenges in the age of information,Missing
Burrell, Jenna ,How the machine 'thinks': Understanding opacity in machine learning algorithms,"Univ Calif Berkeley, Sch Informat, 102 South Hall 4600, Berkeley, CA 94720 USA"
Burrell, Jenna ,'I have great desires to look beyond my world': trajectories of information and communication technology use among Ghanaians living abroad,"Univ Calif Berkeley, Sch Informat, Berkeley, CA 94720 USA"
Burrell, Jenna ,Evaluating Shared Access: Social equality and the circulation of mobile phones in rural Uganda,"Univ Calif Berkeley, Sch Informat, Berkeley, CA 94720 USA"
SHERIF, CW ,JUDGEMENTS OF TRUTH BY PARTICIPANTS IN COLLECTIVE CONTROVERSY,"UNIV OKLAHOMA,INST GRP RELATIONS,NORMAN,OK"
CHUMAN, H ,"THE PERCEIVED THREAT OF NUCLEAR-WAR, SALIENCE, AND OPEN QUESTIONS","UNIV MICHIGAN,SOCIOL,ANN ARBOR,MI 48109"
CHUMAN, H ,CONTEXT AND CONTIGUITY IN SURVEY QUESTIONNAIRES,Missing
CHUMAN, H ,CONTEXT EFFECTS ON SURVEY RESPONSES TO QUESTIONS ABOUT ABORTION,"UNIV N CAROLINA,DEPT SOCIOL,CHAPEL HILL,NC 27514"
Williams, Apryl A. ,The Lonely Selfie King: Selfies and the Conspicuous Prosumption of Gender and Race,"Texas A&M Univ, College Stn, TX 77843 USA"
Williams, Ann E. ,"Metaphor, Media, and the Market","Georgia State Univ, Atlanta, GA 30303 USA"
Williams, J. Patrick ,Muslim girl culture and social control in Southeast Asia: Exploring the hijabista and hijabster phenomena,"Nanyang Technol Univ, Sociol, Singapore, Singapore"
WILLIAMS, DE ,EXXON DECISION-MAKING FLAWS - THE HYPERVIGILANT RESPONSE TO THE VALDEZ GROUNDING,Missing
Williams, DE ,Expanding the crisis planning function: Introducing elements of risk communication to crisis communication practice,"Texas Tech Univ, Dept Commun Studies, Lubbock, TX 79409 USA"
Williams, Apryl ,I got all my sisters with me (on Black Twitter): second screening of How to Get Away with Murder as a discourse on Black Womanhood,"Texas A&M Univ, Dept Sociol, 311 Acad Bldg, College Stn, TX 77843 USA"
Williams, Maggie Griffith ,"Cabs, community, and control: Mobile communication among Chicago's taxi drivers","Univ Illinois, Dept Commun, 1007 W Harrison St,1140 Behav Sci Bldg, Chicago, IL 60607 USA"
Williams, Kevin D. ,"The Effects of Frustration, Violence, and Trait Hostility After Playing a Video Game","Mississippi State Univ, Dept Commun, Mississippi State, MS 39762 USA"
Williams, Kevin D. ,"The Effects of Homophily, Identification, and Violent Video Games on Players","Mississippi State Univ, Dept Commun, Mississippi State, MS 39762 USA"
Williams, Kevin D. ,"The Effects of Video Game Controls on Hostility, Identification, and Presence","Mississippi State Univ, Dept Commun, Mississippi State, MS 39762 USA"
WILLIAMS, M ,DEVELOPMENT CHALLENGE OF TODAY - MEETING BASIC NEEDS OF POOR,Missing
WILLIAMS, W ,STRUCTURAL EFFECTS OF TV COVERAGE ON POLITICAL AGENDAS,Missing
Williams, A ,"""Elderly lifestyles in the 21st century: """"Doris and Sid's excellent adventure""""""",Missing
Williams, A ,"""Adjusting to """"the home"""": Dialectical dilemmas and personal relationships in a retirement community""","Univ Wales Coll Cardiff, Ctr Language & Commun Res, Cardiff CF1 1XL, S Glam, Wales"
WILLIAMS, JS ,WHY PEOPLE OWN GUNS,"VIRGINIA COMM UNIV,CTR SURVEY RES,RICHMOND,VA 23219"
WILLIAMS, R ,COMMUNICATIONS AS CULTURAL SCIENCE,"JESUS COLL,CAMBRIDGE,ENGLAND"
WILLIAMS, P ,COMMUNICATION AS BIOSYSTEM,"ROSARY COLL,GRAD SCH LIBR SCI,RIVER FOREST,IL 60305"
WILLIAMS, BR ,STRUCTURE OF TELEVISED FOOTBALL,"INDIANA UNIV,DEPT TELECOMMUN,INDIANAPOLIS,IN 46204"
WILLIAMS, E ,SOCIAL AND PSYCHOLOGICAL-FACTORS,Missing
WILLIAMS, F ,COMMUNICATION BY FACIAL EXPRESSION,Missing
WILLIAMS, KR ,REFLECTIONS ON A HUMAN SCIENCE OF COMMUNICATION,"OHIO UNIV,ATHENS,OH 45701"
WILLIAMS, W ,PERCEIVED IMPACT OF THE CABLE POLICY ACT OF 1984,Missing
Williams, Ann E. ,Trust or Bust?: Questioning the Relationship Between Media Trust and News Attention,"Georgia State Univ, Dept Commun, Atlanta, GA 30303 USA"
Williams, D ,Synergy bias: Conglomerates and promotion in the news,"Univ Michigan, Ann Arbor, MI 48109 USA"
Williams, Dmitri ,Groups and goblins: The social and civic impact of an online game,"Univ Illinois, Dept Speech Commun, Urbana, IL 61801 USA"
WILLIAMS, JA ,INTERVIEWER ROLE PERFORMANCE - FURTHER NOTE ON BIAS IN INFORMATION INTERVIEW,"UNIV TEXAS,AUSTIN,TX"
WILLIAMS, RM ,"THE AMERICAN SOLDIER - AN ASSESSMENT, SEVERAL WARS LATER",Missing
Williams, Frederick W. ,German Opinion and American Isolationism,Missing
Williams, Robert ,Probability Sampling in the Field: A Case History,Missing
WILLIAMS, WH ,SYSTEMATIC BIAS EFFECTS OF INCOMPLETE RESONSES IN ROTATION SAMPLES,Missing
Williams, Margaret Hicks ,"""""""THE PRESIDENTS"""" OFFICE OF GOVERNMENT REPORTS""",Missing
Williams, Douglas ,BASIC INSTRUCTIONS FOR INTERVIEWERS,Missing
Williams, Frederick W. ,REGIONAL ATTITUDES ON INTERNATIONAL COOPERATION,Missing
Williams, Benjamin H. ,Public Opinion in a World of Power Politics,Missing
WILLIAMS, TR ,A CRITIQUE OF SOME ASSUMPTIONS OF SOCIAL SURVEY-RESEARCH,Missing
WILLIAMS, WH ,SYSTEMATIC BIAS EFFECTS OF INCOMPLETE RESPONSES IN ROTATION SAMPLES,"UNIV MICHIGAN,ANN ARBOR,MI"
WILLIAMS, WH ,SYSTEMATIC BIAS EFFECTS OF INCOMPLETE RESPONSES IN ROTATION SAMPLES,"UNIV MICHIGAN- -,ANN ARBOR,MI"
Williams, Christine B. ,Social networks in political campaigns: Facebook and the congressional elections of 2006 and 2008,"Bentley Univ, Global Studies Dept, Waltham, MA 02452 USA"
Williams, Dmitri ,"The Mapping Principle, and a Research Framework for Virtual Worlds","Univ So Calif, Annenberg Sch Commun, Los Angeles, CA 90089 USA"
Williams, D ,Internet fantasy violence: A test of aggression in an online game,"Univ Illinois, Dept Speech Commun, Urbana, IL 61801 USA"
Williams, Dmitri ,On and off the 'net: Scales for Social Capital in an online era,"Univ Illinois, Dept Speech Commun, Urbana, IL 61801 USA"
Williams, Simon N. ,A twenty-first century Citizens' POLIS: introducing a democratic experiment in electronic citizen participation in science and technology decision-making,"Cardiff Univ, Cardiff Inst Soc Hlth & Eth, Cardiff CF10 3AT, S Glam, Wales"
Williams,Ann E.,WHO'S TO BLAME WHEN A BUSINESS FAILS? How JOURNALISTIC DEATH METAPHORS INFLUENCE RESPONSIBILITY ATTRIBUTIONS,"Georgia State Univ, Dept Commun, Atlanta, GA 30303 USA"
Williams,Pamela A.,Impact of a Pilot Intervention to Increase Physician-Patient Communication About Stroke Risk in Indonesia,"RTI Int, Social Policy Hlth & Econ Res Unit, 3040 East Cornwallis Rd,POB 12194, Res Triangle Pk, NC 27709 USA"
Williams,Dmitri,Looking for Gender: Gender Roles and Behaviors Among Online Gamers,"Univ So Calif, Annenberg Sch Commun, Los Angeles, CA 90089 USA"
Williams,Dmitri,"The virtual census: representations of gender, race and age in video games","Univ So Calif, Annenberg Sch Commun, Los Angeles, CA 90089 USA"
Williams,Dmitri,"Behind the Avatar: The Patterns, Practices, and Functions of Role Playing in MMOs","Univ So Calif, Annenberg Sch Commun, Los Angeles, CA 90089 USA"
Williams,Dmitri,"Who plays, how much, and why? Debunking the stereotypical gamer profile","Univ So Calif, Annenberg Sch Commun, Los Angeles, CA 90089 USA"
Polk, Emily ,"Sustainability and Participatory Communication: A Case Study of the Transition Town Amherst, Massachusetts","Stanford Univ, Program Writing & Rhetor, Stanford, CA 94305 USA"
Polk, DM ,Communication and family caregiving for Alzheimer's dementia: Linking attributions and problematic integration,"W Chester Univ, Dept Commun Studies, W Chester, PA 19383 USA"
ANNAN, L ,UNITED-KINGDOM - BROADCASTING AND POLITICS,Missing
Hewling, A ,Culture in the Online class: Using message analysis to look beyond nationality-based frames of reference,"Open Univ, Inst Educ Technol, Milton Keynes MK7 6AA, Bucks, England"
Gant, C ,"Making local news: A holistic analysis of sources, selection criteria, and topics","State Univ W Georgia, Dept Mass Commun & Theatre Arts, Carrollton, GA 30118 USA"
Dutt, B ,An overview of science and technology coverage in Indian English-language dailies,"Natl Inst Sci Technol & Dev Studies, New Delhi, India"
Weatherall, A ,Women and men in language - An analysis of seminaturalistic person descriptions,"Victoria Univ Wellington, Dept Psychol, Wellington, New Zealand"
Weatherall, Ann ,I don't know as a Prepositioned Epistemic Hedge,"Victoria Univ Wellington, Sch Psychol, Wellington 6012, New Zealand"
Weatherall, Ann ,When Claims of Understanding Are Less Than Affiliative,"Victoria Univ Wellington, Sch Psychol, POB 600, Victoria 6012, New Zealand"
Blue, Gwendolyn ,"Food, publics, science","Univ Calgary, Fac Commun & Culture, Calgary, AB T2N 1N9, Canada"
Armando, Ade ,The greedy giants: Centralized television in post-authoritarian Indonesia,"Univ Indonesia, Dept Commun, Kota Depok 16424, Jawa Barat, Indonesia"
ABRAHAM, W ,THE LINGUISTICS OF METAPHOR,"STATE UNIV GRONINGEN,DEPT GERMAN,9700 AB GRONINGEN,NETHERLANDS"
